DOI,Year,Title,Abstract Note,Ekaterina's evaluation,Danial's evaluation
10.1007/978-3-030-89363-7_28,2021,An Improved Deep Model for Knowledge Tracing and Question-Difficulty Discovery,"Knowledge Tracing (KT) aims to analyze a student’s acquisition of skills over time by examining the student’s performance on questions of those skills. In recent years, a recurrent neural network model called deep knowledge tracing (DKT) has been proposed to handle the knowledge tracing task and literature has shown that DKT generally outperforms traditional methods. However, DKT and its variants often lead to oscillation results on a skill’s state may due to it ignoring the skill’s difficulty or the question’s difficulty. As a result, even when a student performs well on a skill, the prediction of that skill’s mastery level decreases instead, and vice versa. This is undesirable and unreasonable because student’s performance is expected to transit gradually over time. In this paper, we propose to learn the knowledge tracing model in a “simple-to-difficult” process, leading to a method of Self-paced Deep Knowledge Tracing (SPDKT). SPDKT learns the difficulty of per question from the student’s responses to optimize the question’s order and smooth the learning process. With mitigating the cause of oscillations, SPDKT has the capability of robustness to the puzzling questions. The experiments on real-world datasets show SPDKT achieves state-of-the-art performance on question response prediction and reaches interesting interpretations in education. © 2021, Springer Nature Switzerland AG.",1,
,2021,Targeting Design-Loop Adaptivity,"Recent work describes methods for systematic, data-driven improvement to instructional content and calls for diverse teams of learning engineers to implement and evaluate such improvements. Focusing on an approach called “design-loop adaptivity,” we consider the problem of how developers might use data to target or prioritize particular instructional content for improvement processes when faced with large portfolios of content and limited engineering resources to implement improvements. To do so, we consider two data-driven metrics that may capture different facets of how instructional content is “working.” The first is a measure of the extent to which learners struggle to master target skills, and the second is a metric based on the difference in prediction performance between deep learning and more “traditional” approaches to knowledge tracing. This second metric may point learning engineers to workspaces that are, effectively, “too easy.” We illustrate aspects of the diversity of learning content and variability in learner performance often represented by large educational datasets. We suggest that “monolithic” treatment of such datasets in prediction tasks and other research endeavors may be missing out on important opportunities to drive improved learning within target systems. © EDM 2021.All rights reserved.",0,
10.1007/978-3-030-34387-3_4,2020,Deep Knowledge Tracing Based on Bayesian Neural Network,"Knowledge Tracing (KT) is the de-facto standard for inferring student knowledge from performance data, modeling students’ changing knowledge state during skill acquisition. The existing knowledge tracing models have problems such as incomplete features consideration, poor effect and easy over-fitting in the process of simulating students’ knowledge acquisition. In order to better model students’ learning and track the process of students’ knowledge acquisition, a Bayesian neural network Deep Knowledge Tracing (BDKT) is proposed. The model combines Bayesian neural network with Deep Knowledge Tracing (DKT), it can not only model feature-rich students’ behavior data, but also effectively prevent over-fitting, enhance the generalization ability of the model, and accelerate the convergence speed of the model. The above performances of the model are tested by the experiments on the data sets of KDD Cup and Assistments. © 2020, Springer Nature Switzerland AG.",1,
,2020,Towards Temporality-Sensitive Recurrent Neural Networks through Enriched Traces,"Educational traces are distinctive compared to the usual data a recurrent neural network encounters: there is a difference between two consecutive educational traces generated by a same learner if they are separated by 2 minutes or 2 months. Indeed, in the latter case, the learner who generated the trace may have forgotten the associated skill, which is less likely in the former case. Recurrent Neural Networks have seen a surge of popularity in the recent few years thanks to Deep Knowledge Tracing. While the focus has mostly been on the network architecture, we propose here a novel framework where traces are enriched with information relative to the temporality before they are used to train the network, and assess the performance on two datasets (Lalilo and ASSISTments 2012), which is not improved by this approach. © 2020 Proceedings of the 13th International Conference on Educational Data Mining, EDM 2020. All rights reserved.",1,
10.1109/ICME51207.2021.9428154,2021,INTEGRATING PERFORMANCE AND SIDE FACTORS INTO EMBEDDINGS FOR DEEP LEARNING-BASED KNOWLEDGE TRACING,"In computer-aided education systems, Deep Learning-based Knowledge Tracing (DLKT) models outperform traditional models on tracing learners' knowledge in recent years. First, we propose a new Performance Factors-based Embedding (PFE) model for DLKT by extending learner's historical performances on exercises into the existing Rasch Model-based Embedding (RME) model. Second, we find that side factors (e.g., template and hint) are helpful to reflect the individualized difficulties of different exercises covering the same skill by analysing data. Therefore, we introduce an extensible embedding framework to synthesize skill, exercise, performance factors and side factors, dubbed BPS. BPS consists of three components: base embedding, performance embedding and side embedding which allows one or more side factors related to the difficulty of exercise to be extended in BPS. Finally, experiments on three real-world benchmark datasets show that PFE and BPS significantly improve the state-of-the-art DLKT model on predicting future learner responses. © 2021 IEEE",1,
,2019,Concept-aware deep knowledge tracing and exercise recommendation in an online learning system,"Personalized education systems recommend learning contents to students based on their capacity to accelerate their learning. This paper proposes a personalized exercise recommendation system for online self-directed learning. We first improve the performance of knowledge tracing models. Existing deep knowledge tracing models, such as Dynamic Key-Value Memory Network (DKVMN), ignore exercises' concept tags, which are usually available in tutoring systems. We modify DKVMN to design its memory structure based on the course's concept list, and explicitly consider the exercise-concept mapping relationship during students' knowledge tracing. We evaluated the model on the 5th grade students' math exercising dataset in TAL, one of the biggest education groups in China, and found that our model has higher performance than existing models. We also enhance the DKVMN model to support more input features and obtain higher performance. Second, we use the model to build a student simulator, and use it to train an exercise recommendation policy with deep reinforcement learning. Experimental results show that our policy achieves better performance than existing heuristic policy in terms of maximizing the students' knowledge level. To the best of our knowledge, this is the first time that deep reinforcement learning has been applied to personalized mathematic exercise recommendation. © EDM 2019 - Proceedings of the 12th International Conference on Educational Data Mining. All rights reserved.",1,
,2021,Deep-IRT with independent student and item networks,"Knowledge tracing (KT), the task of tracking the knowledge state of each student over time, has been assessed actively by artificial intelligence researchers. Recent reports have described that Deep-IRT, which combines Item Response Theory (IRT) with a deep learning model, provides superior performance. It can express the abilities of each student and the difficulty of each item such as IRT. However, its interpretability and applicability remain limited compared to those of IRT because the ability parameter depends on each item. Namely, the ability estimate for the same student and time might differ if the student attempts a different item. To overcome those difficulties, this study proposes a novel Deep-IRT model that models a student response to an item by two independent networks: a student network and an item network. Results of experiments demonstrate that the proposed method improves prediction accuracy and the interpretability of earlier KT methods. © EDM 2021.All rights reserved.",1,
10.1007/978-3-030-68799-1_25,2021,Input-Aware Neural Knowledge Tracing Machine,"Knowledge Tracing (KT) is the task of tracing evolving knowledge state of each student as (s)he engages with a sequence of learning activities and can provide personalized instructions. However, exiting methods such as Bayesian Knowledge Tracing (BKT) and Deep Knowledge Tracing (DKT) either cannot capture the relationship among different concepts or lack of interpretability. Although Knowledge Tracing Machines (KTM) makes up for these shortcomings, it only uses a linear function to model students' knowledge states, which cannot capture more information contained in each feature. To solve above problems, this work introduces a novel model called Input-aware Neural Knowledge Tracing Machine (INKTM) which can enhance the interpretability to some extent and capture more complex structure information of real-world data to improve prediction performance. Unlike standard FM-based methods that focus on the feature interactions, our model focuses more on the information contained in each feature itself and retains all 2-order feature interactions. By converting weights of each feature to a multidimensional vector, our model can use the vectors to learn a unique attention weight of each feature in different instances by an attention network, so as to highlight important features and then enhance interpretability. At last, we input re-weighted features to a deep neural network to capture the non-linear and complex inherent structure of data. Experiment results show our model can consistently outperform existing models in a range of KT datasets. © 2021, Springer Nature Switzerland AG.",1,
10.1109/CSEI50228.2020.9142472,2020,Deep knowledge tracking based on attention mechanism for student performance prediction,"Due to the widespread application of online tutoring systems today, researchers have developed a strong interest in using online tutoring systems to improve students' learning performance. Researchers can use deep knowledge tracking methods to model students' learning performance based on their historical learning records, recommend learning resources to students based on their learning performance, and develop personalized learning strategies. At present, some researches on deep knowledge tracing using exercise text information and have achieved good results. But this method needs to rely on the complete text of the exercise, it will cause problems in difficult to extract the concept of the exercise, and due to the reason of intellectual property and privacy protection complete exercise texts are difficult to obtain. Therefore, in this study, we use a small amount of concept information, combined with the attention mechanism, to improve deep knowledge tracking, and to promote the ability of prediction student learning performance. The experimental results show that the method proposed in this paper has some improvements in AUC and ACC.  © 2020 IEEE.",1,
10.1145/3386527.3406739,2020,Interpretable Personalized Knowledge Tracing and Next Learning Activity Recommendation,"Online learning systems that provide actionable and personalized guidance can help learners make better decisions during learning. Bayesian Knowledge Tracing (BKT) extensions and deep learning based approaches have demonstrated improved mastery prediction accuracy compared to the basic BKT model; however, neither set of models provides actionable guidance on learning activities beyond mastery prediction. We propose a novel framework for personalized knowledge tracing with attention mechanism. Our proposed framework incorporates auxiliary learner attributes into knowledge tracing and interprets mastery prediction with the learning attributes. The proposed approach can also provide personalized next best learning activity recommendations. We demonstrate that the accuracy of the proposed approach in mastery prediction is slightly higher compared to deep learning based approaches and that the proposed approach can provide personalized next best learning activity recommendation. © 2020 ACM.",1,
,2020,DYNAMIC KNOWLEDGE EMBEDDING AND TRACING,"The goal of knowledge tracing is to track the state of a student’s knowledge as it evolves over time. This plays a fundamental role in understanding the learning process and is a key task in the development of an intelligent tutoring system. In this paper we propose a novel approach to knowledge tracing that combines techniques from matrix factorization with recent progress in recurrent neural networks (RNNs) to effectively track the state of a student’s knowledge. The proposed DynEmb framework enables the tracking of student knowledge even without the concept/skill tag information that other knowledge tracing models require while simultaneously achieving superior performance. We provide experimental evaluations demonstrating that DynEmb achieves improved performance compared to baselines and illustrating the robustness and effectiveness of the proposed framework. We also evaluate our approach using several real-world datasets showing that the proposed model outperforms the previous state-of-the-art. These results suggest that combining embedding models with sequential models such as RNNs is a promising new direction for knowledge tracing. © 2020 Proceedings of the 13th International Conference on Educational Data Mining, EDM 2020. All rights reserved.",1,
,2021,Behavioral Testing of Deep Neural Network Knowledge Tracing Models,"Knowledge Tracing (KT) is a task to model students’ knowledge based on their coursework interactions within an Intelligent Tutoring System (ITS). Recently, Deep Neural Networks (DNN) showed superb performance over classical methods on multiple dataset benchmarks. While most Deep Learning based Knowledge Tracing (DLKT) models are optimized for general objective metrics such as accuracy or AUC on benchmark data, proper deployment of the service requires additional qualities. Moreover, the black-box nature of DNN models makes them particularly difficult to diagnose or improve when unexpected behaviors are encountered. In this context, we adopt the idea of black-box testing / behavioral testing from Software Engineering and (1) define desirable KT model behaviors to (2) propose a KT model analysis framework to diagnose the model’s behavioral quality. We test-run the framework using three state-of-the-art DLKT models on seven datasets based on the proposed framework. The result highlights the impact of dataset size and model architecture upon the model’s behavioral quality. The assessment results from the proposed framework can be used as an auxiliary measure of the model performance by itself, but can also be utilized in model improvements via data-augmentation, architecture design, and loss formulation. © EDM 2021.All rights reserved.",1,
,2021,Incorporating wide context information for deep knowledge tracing using attentional bi-interaction,"Online learning platforms also known as Computer Aided Education Systems have recently grown in importance owing to their ability to personalize study plans in accordance with individual student requirements. Learning platforms have modeled student knowledge state using student responses with the recently popular Deep Knowledge Tracing (DKT) technique. Using context information has also proven effective in various predictive problems prompting learning platforms to store a variety of context features about a student's performance history. An example context may be response time, where shorter times to answer questions may indicate higher mastery of a skill. Therefore, it is crucial to incorporate context features in the most effective way possible. Most of the research in DKT either use no context features, or use a set of context features that span only a narrow set of student characteristics. To overcome this, we identify a wide set of context features and incorporate their interactions into the DKT model. We then observe the effects of incorporating these additional context feature interactions and also propose an adaptive weighting technique that learns the appropriate context feature interaction weights. These techniques are compared with state-of-the-art baselines and their performances were evaluated using AUC scores. © 2021 CEUR-WS. All rights reserved.",1,
10.1145/3386527.3406741,2020,Cold Start Knowledge Tracing with Attentive Neural Turing Machine,"Deep learning based knowledge tracing approaches achieve high accuracy in mastery prediction with pattern extraction on a large learning behavior data set. However, when there is little training data available, these approaches either fail to extract the key patterns or result in over fitting. Ideally, we aim to provide a similar learning experience to both the first group of learners, who interact with a new course or a new activity with little learning behavior data to provide personalized guidance, and the learners who interact with the course later. We propose a novel architecture, Attentive Neural Turing Machine (ANTM), to solve the cold start knowledge tracing problem. The proposed ANTM comprises an attentive controller module and differential reading and writing processes with extra memory bank. Accuracy (ACC) and Area Under Curve (AUC) measures are used for model performance comparison. Results show the proposed approach can learn fast and generalize well to unseen data. It achieves around 95% ACC trained with only 3 learners, while conventional deep learning based approaches achieve only 65% ACC with over prediction issues. © 2020 ACM.",1,
,2021,LANA: Towards Personalized Deep Knowledge Tracing Through Distinguishable Interactive Sequences,"In educational applications, Knowledge Tracing (KT) has been widely studied for decades as it is considered a fundamental task towards adaptive online learning. Among proposed KT methods, Deep Knowledge Tracing (DKT) and its variants are by far the most effective ones due to the high flexibility of the neural network. However, DKT often ignores the inherent differences between students (e.g. memory skills, reasoning skills, ...), averaging the performances of all students, leading to the lack of personalization, and therefore was considered insufficient for adaptive learning. To alleviate this problem, in this paper, we proposed Leveled Attentive KNowledge TrAcing (LANA), which firstly uses a novel student-related features extractor (SRFE) and pivot modules to distill and distinguish students’ unique inherent properties from their respective interactive sequences. Moreover, inspired by Item Response Theory (IRT), the interpretable Rasch model was used to cluster students by their ability levels, and thereby utilizing leveled learning to assign different encoders to different groups of students. With pivot module reconstructed the decoder for individual students and leveled learning specialized encoders for groups, personalized DKT was achieved. Extensive experiments conducted on two real-world large-scale datasets demonstrated that our proposed LANA improves the AUC score by at least 1.00% (i.e. EdNet ↑ 1.46% and RAIEd2020 ↑ 1.00%), substantially surpassing the other State-Of-The-Art KT methods. © EDM 2021.All rights reserved.",1,
10.1145/3386527.3406745,2020,A Novel Approach for Knowledge State Representation and Prediction,"Online learning systems with open navigation allow learners to select the next learning activity in order to achieve desired mastery. To help learners make an informed choice regarding the next learning activity, we propose to represent and communicate the learner's knowledge state as the average success rate in the course for each skill, rather than as the probability of correctly answering the next question. We first show that we can accurately estimate the proposed knowledge state. We then show that the proposed attention-based model to estimate the knowledge state requires fewer parameters, provides actionable information to the learners, and achieves equivalent or better accuracy compared to RNN (Recurrent Neural Network) based models. © 2020 ACM.",0,
,2019,Deep hierarchical knowledge tracing,"Knowledge tracing is an essential and challenging task in intelligent tutoring systems, whose goal is to estimate students' knowledge state based on their responses to questions. Although many models for knowledge tracing task are developed, most of them depend on either concepts or items as input and ignore the hierarchical structure of items, which provides valuable information for the prediction of student learning results. In this paper, we propose a novel deep hierarchical knowledge tracing (DHKT) model exploiting the hierarchical structure of items. In the proposed DHKT model, the hierarchical relations between concepts and items are modeled by the hinge loss on the inner product between the learned concept embeddings and item embeddings. Then the learned embeddings are fed into a neural network to model the learning process of students, which is used to make predictions. The prediction loss and the hinge loss are minimized simultaneously during training process. © EDM 2019 - Proceedings of the 12th International Conference on Educational Data Mining. All rights reserved.",1,
,2020,EAnalyst: Toward Understanding Large-scale Educational Data,"We present an educational data collecting, mining and analyzing system, EAnalyst, for learners in the K12 period, providing highly intellectual personalized analysis and recommendations for learners. EAnalyst consists of preprocess module, analysis module, dashboard module and recommendation module. To assess target learner’s knowledge proficiency better, we extend the current deep knowledge tracing model to achieves the goal of performance predicting. The results on both open dataset and our platform dataset demonstrate the effectiveness of our model run on our platform. © 2020 Proceedings of the 13th International Conference on Educational Data Mining, EDM 2020. All rights reserved.",1,
,2021,Investigate Effectiveness of Code Features in Knowledge Tracing Task on Novice Programming Course,"Predicting student performance has been a major task in student modeling. Specifically, in open-ended domains such as computer science classes, the student submissions contain more information, however they also require more advanced analysis methods to extract this information. Traditional student modeling approaches use knowledge components (KCs) to predict a student's success on specific practiced skills. These approaches are useful and necessary in helping learning environments like Intelligent Tutoring Systems (ITS) personalize feedback, hints, and identify struggling students. However, when working with programming data, code features provide more information than skill tags representing KCs, and this information is not leveraged by traditional KC models. This work incorporates an implicit representation of KCs into a student model by including features extracted from students' code with data from an undergraduate introductory programming course. This representation is then evaluated by using deep learning predictive models and investigated to see how well they are able to leverage code features to model student knowledge and compare and contrast against other learning models. The study shows a modest, but consistent improvement in models that use time-sequential data with even the simplest code features, implying that these aspects may improve student modelling. © 2021 for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0)",0,
,2017,Few hundred parameters outperform few hundred thousand?,"Knowledge Tracing plays a key role to personalize learning in an Intelligent Tutoring System including funtoot. Bayesian Knowledge Tracing, apart from other models, is the simplest well-studied model which is known to work well. Recently, Deep Knowledge Tracing based on Deep Neural Networks, was proposed with huge promises. But, soon after, it was discovered that the gains achieved by DKT were not of significant magnitude as compared to Performance Factor Analysis [13] and BKT and its variants proposed in [6]. In the quest of examining and studying these models, we experiment with them on our dataset. We also introduce a logical extension of DKT, Multi-Skill DKT, to incorporate items requiring knowledge of multiple skills. We show that PFA clearly outperforms all the above mentioned models when the AUC results were averaged on skills while PFA and DKT, both were equally good, when they were averaged on all data points. © 2017 International Educational Data Mining Society. All rights reserved.",1,
10.1145/2723576.2723622,2015,Towards data-driven mastery learning,"We have developed a novel data-driven mastery learning system to improve learning in complex procedural problem solving domains. This new system was integrated into an existing logic proof tool, and assigned as homework in a deductive logic course. Student performance and dropout were compared across three systems: The Deep Thought logic tutor, Deep Thought with integrated hints, and Deep Thought with our data-driven mastery learning system. Results show that the data-driven mastery learning system increases mastery of target tutor-actions, improves tutor scores, and lowers the rate of tutor dropout over Deep Thought, with or without provided hints.",0,
10.1145/2930238.2930373,2016,Deeper knowledge tracing by modeling skill application context for better personalized learning,"Traditional Knowledge Tracing, which traces students' knowledge of each decomposed individual skill, has been a popular learner model for adaptive tutoring. Typically, a student is guided to the next skill when the student's knowledge on current skill is inferred as mastery. Unfortunately, this traditional approach no longer suffices to model complex skill practices where simple decompositions can not capture potential additional skills underlying the context as a whole. In such cases, mastery should only be granted when a student not only understands the basic of a skill but also can fluently apply a skill in varied application contexts. In this thesis, we aim to propose a data-driven approach to construct learner models considering different skill application contexts for tracing deeper knowledge, primarily based on Bayesian Networks. We aim to conduct novel, comprehensive, ""deep"" evaluations, including internal data-drive evaluations, and external end-user evaluations examining the real world impact for students' personalized learning. © 2016 Copyright held by the owner/author(s).",0,
,2019,Deep-IRT: Make deep learning based knowledge tracing explainable using item response theory,"Deep learning based knowledge tracing model has been shown to outperform traditional knowledge tracing model without the need for human-engineered features, yet its parameters and representations have long been criticized for not being explainable. In this paper, we propose Deep-IRT which is a synthesis of the item response theory (IRT) model and a knowledge tracing model that is based on the deep neural network architecture called dynamic key-value memory network (DKVMN) to make deep learning based knowledge tracing explainable. Specifically, we use the DKVMN model to process the student's learning trajectory and estimate the item difficulty level and the student ability over time. Then, we use the IRT model to estimate the probability that a student will answer an item correctly using the estimated student ability and the item difficulty. Experiments show that the Deep-IRT model retains the performance of the DKVMN model, while it provides a direct psychological interpretation of both students and items. © EDM 2019 - Proceedings of the 12th International Conference on Educational Data Mining. All rights reserved.",1,
,2016,Going deeper with deep knowledge tracing,"Over the last couple of decades, there have been a large variety of approaches towards modeling student knowledge within intelligent tutoring systems. With the booming development of deep learning and large-scale artificial neural networks, there have been empirical successes in a number of machine learning and data mining applications, including student knowledge modeling. Deep Knowledge Tracing (DKT), a pioneer algorithm that utilizes recurrent neural networks to model student learning, reports substantial improvements in prediction performance. To help the EDM community better understand the promising techniques of deep learning, we examine DKT alongside two well-studied models for knowledge modeling, PFA and BKT. In addition to sharing a primer on the internal computational structures of DKT, we also report on potential issues that arise from data formatting. We take steps to reproduce the experiments of Deep Knowledge Tracing by implementing a DKT algorithm using Google’s TensorFlow framework; we also reproduce similar results on new datasets. We determine that the DKT findings don't hold an overall edge when compared to the PFA model, when applied to properly prepared datasets that are limited to main (i.e. non-scaffolding) questions. More importantly, during the investigation of DKT, we not only discovered a data quality issue in a public available data set, but we also detected a vulnerability of DKT at how it handles multiple skill sequences. © 2016 International Educational Data Mining Society. All rights reserved.",0,
,2013,Determining problem selection for a logic proof tutor,"When developing an intelligent tutoring system, it is necessary to have a significant number of highly varied problems that adapt to a student’s individual learning style. In developing an intelligent tutor for logic proof construction, selecting problems for individual students that effectively aid their progress can be difficult, since logic proofs require knowledge of a number of concepts and problem solving abilities. The level of variation in the problems needed to satisfy all possibilities would require an infeasible number of problems to develop. Using a proof construction tool called Deep Thought, we have developed a system which chooses existing problem sets for students using knowledge tracing of students’ accumulated application of logic proof solving concepts and are running a pilot study to determine the system’s effectiveness. Our ultimate goal is to use what is learned from this study to be able to automatically generate logic proof problems for students that fit their individual learning style, and aid in the mastery of proof construction concepts. © 2013 International Educational Data Mining Society. All rights reserved.",0,
,2018,Optimizing human learning,"What should we learn next? In this current era where digital access to knowledge is cheap and user attention is expensive, a number of online applications have been developed for learning. These platforms collect a massive amount of data over various profiles, that can be used to improve learning experience: intelligent tutoring systems can infer what activities worked for different types of students in the past and apply this knowledge to instruct new students. In order to learn effectively and efficiently, the experience should be adaptive: the sequence of activities should be tailored to the abilities and needs of each learner, in order to keep them stimulated and avoid boredom, confusion and dropout. Educational research communities have proposed models that predict mistakes and dropout, in order to detect students that need further instruction. There is now a need to design online systems that continuously learn as data flows, and self-assess their strategies when interacting with new learners. These models have been already deployed in online commercial applications (ex. streaming, advertising, social networks) for optimizing interaction, click-through-rate, or profit. Can we use similar methods to enhance the performance of teaching in order to promote lifetime success? When optimizing human learning, which metrics should be optimized? Learner progress? User addiction? The diversity or coverage of the proposed activities? Student modeling for optimizing human learning is a rich and complex task that gathers methods from machine learning, educational data mining and psychometrics. This workshop welcomes researchers and practitioners around item response theory, additive/conjunctive factor models, cognitive diagnostic models, (deep) knowledge tracing, models of learning and forgetting, multi-task learning, and brand-new techniques. © Springer International Publishing AG, part of Springer Nature 2018.",0,
,2018,Knowledge tracing using the brain,"Knowledge tracing is a popular and successful approach to modeling student learning. In this paper we investigate whether the addition of neuroimaging observations to a knowledge tracing model enables accurate prediction of memory performance in held-out data. We propose a Hidden Markov Model of memory acquisition related to Bayesian Knowledge Tracing and show how continuous functional magnetic resonance imaging (fMRI) signals can be incorporated as observations related to latent knowledge states. We then show, using data collected from a simple second-language learning experiment, that fMRI data acquired during a learning session can be used to improve predictions about student memory at test. The fitted models can also potentially give new insight into the neural mechanisms that contribute to learning and memory. © 2018 International Educational Data Mining Society. All rights reserved.",0,
,2018,Does deep knowledge tracing model interactions among skills?,"Personalized learning environments requiring the elicitation of a student’s knowledge state have inspired researchers to propose distinct models to understand that knowledge state. Recently, the spotlight has shone on comparisons between traditional, interpretable models such as Bayesian Knowledge Tracing (BKT) and complex, opaque neural network models such as Deep Knowledge Tracing (DKT). Although DKT appears to be a powerful predictive model, little effort has been expended to dissect the source of its strength. We begin with the observation that DKT differs from BKT along three dimensions: (1) DKT is a neural network with many free parameters, whereas BKT is a probabilistic model with few free parameters; (2) a single instance of DKT is used to model all skills in a domain, whereas a separate instance of BKT is constructed for each skill; and (3) the input to DKT interlaces practice from multiple skills, whereas the input to BKT is separated by skill. We tease apart these three dimensions by constructing versions of DKT which are trained on single skills and which are trained on sequences separated by skill. Exploration of three data sets reveals that dimensions (1) and (3) are critical; dimension (2) is not. Our investigation gives us insight into the structural regularities in the data that DKT is able to exploit but that BKT cannot. © 2018 International Educational Data Mining Society. All rights reserved.",0,
,2016,How deep is knowledge tracing?,"In theoretical cognitive science, there is a tension between highly structured models whose parameters have a direct psychological interpretation and highly complex, general-purpose models whose parameters and representations are difficult to interpret. The former typically provide more insight into cognition but the latter often perform better. This tension has recently surfaced in the realm of educational data mining, where a deep learning approach to predicting students’ performance as they work through a series of exercises—termed deep knowledge tracing or DKT—has demonstrated a stunning performance advantage over the mainstay of the field, Bayesian knowledge tracing or BKT. In this article, we attempt to understand the basis for DKT’s advantage by considering the sources of statistical regularity in the data that DKT can leverage but which BKT cannot. We hypothesize four forms of regularity that BKT fails to exploit: recency effects, the contextualized trial sequence, inter-skill similarity, and individual variation in ability. We demonstrate that when BKT is extended to allow it more flexibility in modeling statistical regularities—using extensions previously proposed in the literature—BKT achieves a level of performance indistinguishable from that of DKT. We argue that while DKT is a powerful, useful, general-purpose framework for modeling student learning, its gains do not come from the discovery of novel representations—the fundamental advantage of deep learning. To answer the question posed in our title, knowledge tracing may be a domain that does not require ‘depth’; shallow models like BKT can perform just as well and offer us greater interpretability and explanatory power. © 2016 International Educational Data Mining Society. All rights reserved.",0,
,2018,Deep factorization machines for knowledge tracing,"This paper introduces our solution to the 2018 Duolingo Shared Task on Second Language Acquisition Modeling (SLAM). We used deep factorization machines, a wide and deep learning model of pairwise relationships between users, items, skills, and other entities considered. Our solution (AUC 0.815) hopefully managed to beat the logistic regression baseline (AUC 0.774) but not the top performing model (AUC 0.861) and reveals interesting strategies to build upon item response theory models. © 2018 Association for Computational Linguistics",1,
10.1007/978-3-030-30952-7_3,2019,BiRNN-DKT: Transfer Bi-directional LSTM RNN for Knowledge Tracing,"In recent years, online education is transforming from mobile education to intelligent education, and the rapid development of machine learning breathe into intelligent education with powerful energy. Deep Knowledge Tracing (DKT) is a state of the art method for modeling students’ abilities which is changing by time. It can accurately predict students’ mastery of knowledge or skill as well as their future performance. In this paper, we study the structure of the DKT model and proposed a new deep knowledge tracing model based on Bidirectional Recurrent Neural Network (BiRNN-DKT). We have also optimized the incorporating of data preprocessing and external features to improve model performance. Experiments show that the model can not only predict students’ performance by capturing their history performance, but also get more accurate learning status simulation by integrating past and future context sequence information into the model multiple knowledge concepts. Compared with the traditional model, the proposed BiRNN-DKT gets an improvement in predicting students’ knowledge ability and performance, and has great advantages in measuring the level of knowledge acquired by students. © 2019, Springer Nature Switzerland AG.",1,
,2016,Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation,"Estimating student proficiency is an important task for computer based learning systems. We compare a family of IRT-based proficiency estimation methods to Deep Knowledge Tracing (DKT), a recently proposed recurrent neural network model with promising initial results. We evaluate how well each model predicts a student’s future response given previous responses using two publicly available and one proprietary data set. We find that IRT-based methods consistently matched or outperformed DKT across all data sets at the finest level of content granularity that was tractable for them to be trained on. A hierarchical extension of IRT that captured item grouping structure performed best overall. When data sets included non-trivial autocorrelations in student response patterns, a temporal extension of IRT improved performance over standard IRT while the RNN-based method did not. We conclude that IRT-based models provide a simpler, better-performing alternative to existing RNN-based models of student interaction data while also affording more interpretability and guarantees due to their formulation as Bayesian probabilistic models. © 2016 International Educational Data Mining Society. All rights reserved.",0,
,2016,Towards modeling chunks in a knowledge tracing framework for students’ deep learning,"Traditional Knowledge Tracing, which traces students’ knowledge of each decomposed individual skill, has been a popular student model for adaptive tutoring. Unfortunately, such a model fails to model complex skill practices where simple decompositions cannot capture potential additional skills that underlie the context as a whole constituting an interconnected chunk. In this work, we propose a data-driven approach to extract and model potential chunk units in a Knowledge Tracing framework for tracing deeper knowledge, which is primarily based on Bayesian network techniques. We argue that traditional prediction metrics are unable to provide a “deep” evaluation for such student models, and propose novel data-driven evaluations combined with classroom studies in order to examine our proposed student model’s real-world impact on students’ learning. © 2016 International Educational Data Mining Society. All rights reserved.",0,
,2016,A data-driven framework of modeling skill combinations for deeper knowledge tracing,"This paper explores the problem of modeling student knowledge in complex learning activities where multiple skills are required at the same time and combinations of skills might carry extra specific knowledge. We argue that in such cases mastery should be asserted only when a student can fluently apply skills in combination with other skills. We propose a data-driven framework to model skill combinations for tracing students’ deeper knowledge, and also propose a novel evaluation framework which primarily focuses on the mastery inference quality. Our experiments on two real-world datasets show that proposed model significantly increases mastery inference accuracy and more reasonably distributes students’ efforts comparing with traditional Knowledge Tracing models and its non-hierarchical counterparts. © 2016 International Educational Data Mining Society. All rights reserved.",0,
10.1007/978-3-642-39112-5_48,2013,Revealing the learning in learning                      curves,"Most work on learning curves for ITSs has focused on the knowledge                         components (or skills) included in the curves, aggregated across students.                         But an aggregate learning curve need not have the same form as subsets of                         its underlying data, so learning curves for subpopulations of students may                         take different forms. We show that disaggregating a skill's aggregate                         learning curve into separate learning curves for different student                         subpopulations can reveal learning: 70% of the skills that did not show                         learning and were identified as candidates for improvement did show learning                         when disaggregated. This phenomenon appears to be in part a characteristic                         of mastery learning. Disaggregated learning curves can reconcile an apparent                         mismatch between the tutor's runtime assessment of student knowledge and the                         post hoc assessment provided by the aggregate learning curve. More precise                         learning curves can be used to refine Bayesian knowledge tracing parameters                         and to improve skill model assessment metrics. © 2013 Springer-Verlag Berlin                         Heidelberg.",0,
